Fighter Name,fightno,slpmSecondSplit,strAccSecondSplit,sapmSecondSplit,strDefSecondSplit,tdAvgSecondSplit,tdAccSecondSplit,tdDefSecondSplit,subAvgSecondSplit
Bruno Silva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Silva,2.0,1.3,34.0,3.47,45.0,1.5,25.0,38.0,0.5
Jacob Silva,2.0,4.17,44.0,4.92,56.0,1.51,100.0,66.0,0.0
Natalia Silva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Douglas Silva de Andrade,8.0,3.77,38.0,4.26,58.0,0.7,50.0,66.0,0.0
Leonardo Silva de Oliveira,1.0,1.07,40.0,0.54,50.0,24.11,50.0,0.0,0.0
Marcus Silveira,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elias Silverio,5.0,3.67,49.0,2.97,51.0,1.62,38.0,85.0,0.2
Jamey Simmons,1.0,0.52,50.0,2.08,50.0,0.0,0.0,100.0,0.0
Ricky Simon,9.0,3.08,42.0,3.13,64.0,6.93,54.0,72.0,0.4
Aaron Simpson,12.0,3.6,52.0,2.53,56.0,3.78,34.0,83.0,0.5
Wes Sims,4.0,0.98,51.0,2.95,37.0,0.0,0.0,40.0,2.3
Marlon Sims,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Sims,3.0,1.81,63.0,0.76,65.0,0.71,50.0,50.0,0.7
Everett Sims,1.0,0.81,66.0,2.19,30.0,0.0,0.0,42.0,1.2
Lodune Sincaid,3.0,2.72,42.0,6.17,57.0,0.0,0.0,75.0,0.0
Rob Sinclair,0.0,1.2,33.0,1.73,73.0,0.0,0.0,50.0,0.0
Rory Singer,4.0,2.55,39.0,2.42,63.0,0.39,25.0,64.0,0.8
Elvis Sinosic,7.0,1.13,37.0,4.6,53.0,0.0,0.0,0.0,1.2
Mitchell Sipe,1.0,5.5,56.0,9.98,46.0,1.53,20.0,0.0,0.0
AJ Siscoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yokthai Sithoar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeri Sitzes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Siver,21.0,3.87,32.0,2.67,65.0,0.87,32.0,65.0,0.3
Chas Skelly,11.0,2.02,40.0,3.35,48.0,1.71,34.0,33.0,2.4
Matt Skelton,1.0,0.0,0.0,0.54,0.0,0.0,0.0,66.0,0.0
Zach Skinner,1.0,0.53,50.0,2.4,32.0,5.0,27.0,100.0,1.0
Brian Sleeman,1.0,4.0,48.0,1.85,70.0,9.23,100.0,100.0,0.0
Joe Slick,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray Sloan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kestutis Smirnovas,2.0,4.95,52.0,5.05,54.0,1.55,50.0,100.0,1.6
Maurice Smith,9.0,0.41,46.0,0.47,60.0,0.89,50.0,20.0,0.9
Patrick Smith,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Smith,15.0,1.9,27.0,5.87,50.0,0.12,6.0,58.0,0.5
Eric Smith,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Smith,1.0,0.73,28.0,1.4,54.0,0.0,0.0,57.0,2.0
David Smith,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Smith,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dillon Smith,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevor Smith,16.0,3.29,55.0,3.31,51.0,1.7,32.0,60.0,0.7
Anthony Smith,20.0,3.0,47.0,4.36,42.0,0.47,28.0,47.0,0.7
Colton Smith,4.0,1.64,41.0,2.3,51.0,4.09,36.0,25.0,1.4
Gilbert Smith,1.0,1.09,41.0,2.73,35.0,3.51,60.0,0.0,1.2
Leslie Smith,7.0,7.56,40.0,8.41,51.0,0.0,0.0,62.0,0.0
Devonte Smith,5.0,5.64,55.0,2.65,59.0,0.74,100.0,100.0,0.7
Cole Smith,3.0,1.78,35.0,1.96,49.0,1.67,33.0,45.0,1.7
Nate Smith,1.0,1.28,38.0,2.04,35.0,0.0,0.0,33.0,2.3
Walter Smith-Cotito,0.0,2.95,36.0,3.53,68.0,2.16,33.0,57.0,0.0
Justin Smitley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dmitrii Smoliakov,3.0,1.44,42.0,3.81,55.0,0.0,0.0,75.0,0.0
Louis Smolka,15.0,4.44,46.0,3.74,53.0,1.84,37.0,31.0,1.9
Richie Smullen,1.0,1.98,77.0,2.26,65.0,8.49,66.0,0.0,0.0
Devin Smyth,1.0,2.6,68.0,6.73,25.0,4.0,26.0,100.0,0.0
Denis Sobolev,1.0,0.0,0.0,5.45,33.0,0.0,0.0,0.0,0.0
Peter Sobotta,10.0,2.14,40.0,2.9,58.0,1.53,32.0,77.0,0.5
Renato Sobral,17.0,2.23,45.0,1.53,57.0,2.48,42.0,65.0,2.6
Rameau Thierry Sokoudjou,11.0,2.26,45.0,2.61,56.0,1.93,47.0,78.0,0.9
Joe Solecki,4.0,2.68,66.0,0.85,58.0,2.39,50.0,0.0,0.8
Chris Solomon,1.0,0.0,0.0,2.8,37.0,0.0,0.0,33.0,0.0
Joe Son,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Song,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Song Kenan,6.0,4.39,46.0,4.37,54.0,0.0,0.0,50.0,0.0
Song Yadong,7.0,4.35,42.0,3.64,57.0,0.59,75.0,56.0,0.4
Chael Sonnen,19.0,3.08,43.0,1.1,62.0,3.81,59.0,66.0,0.4
Cody Sons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jin Soo Son,2.0,5.1,36.0,7.63,52.0,1.5,25.0,100.0,0.0
Emiliano Sordi,1.0,4.79,50.0,4.79,48.0,0.0,0.0,100.0,8.3
Sean Soriano,4.0,3.49,61.0,2.5,54.0,1.08,42.0,53.0,0.0
Punahele Soriano,3.0,4.46,43.0,2.86,52.0,2.6,66.0,0.0,0.0
Dmitry Sosnovskiy,1.0,2.95,70.0,2.53,35.0,3.16,66.0,100.0,3.2
Ben Sosoli,3.0,2.31,31.0,4.3,47.0,0.0,0.0,0.0,0.0
Krzysztof Soszynski,12.0,3.37,39.0,3.13,58.0,0.52,25.0,71.0,1.0
George Sotiropoulos,12.0,2.61,27.0,2.52,67.0,2.32,31.0,53.0,1.6
Greg Soto,3.0,3.21,63.0,2.61,52.0,1.49,27.0,44.0,1.0
Alex Soto,2.0,2.95,25.0,5.02,59.0,2.82,30.0,0.0,0.0
Joe Soto,8.0,3.36,41.0,5.37,67.0,0.85,21.0,70.0,1.9
Mario Soto,0.0,1.43,23.0,5.23,42.0,0.0,0.0,0.0,0.0
Andre Soukhamthath,7.0,2.77,44.0,4.31,49.0,1.25,53.0,58.0,0.2
Bobby Southworth,8.0,0.99,39.0,1.38,65.0,3.98,78.0,64.0,1.3
Jacare Souza,29.0,2.53,47.0,2.83,62.0,2.57,39.0,57.0,1.3
Edimilson Souza,4.0,4.65,44.0,2.91,58.0,0.0,0.0,50.0,0.0
Livinha Souza,5.0,2.06,45.0,3.38,62.0,2.4,44.0,40.0,1.2
Mario Souza,1.0,3.4,60.0,0.93,54.0,0.0,0.0,0.0,1.0
Charon Spain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Spang,4.0,1.83,36.0,1.95,60.0,0.0,0.0,50.0,0.9
Andreas Spang,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Spann,8.0,3.55,45.0,3.45,47.0,1.72,41.0,60.0,1.7
Ron Sparks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Speer,3.0,2.56,51.0,5.12,35.0,2.02,33.0,33.0,0.0
Patrick Speight,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Spencer,8.0,4.24,32.0,4.02,60.0,0.14,33.0,68.0,0.0
Felicia Spencer,5.0,3.05,44.0,5.32,44.0,0.48,10.0,30.0,0.2
Sam Spengler,3.0,3.27,62.0,3.27,54.0,1.75,11.0,75.0,1.8
Nick Sperling,0.0,1.4,25.0,1.4,66.0,0.0,0.0,0.0,0.0
Mario Sperry,7.0,2.81,52.0,1.53,47.0,2.09,42.0,71.0,1.4
Eric Spicely,7.0,3.71,45.0,5.72,55.0,1.31,20.0,75.0,1.0
Waachiim Spiritwolf,2.0,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
Daniel Spitz,4.0,2.6,35.0,5.3,46.0,0.74,66.0,0.0,0.0
Serghei Spivac,6.0,3.58,49.0,2.84,58.0,3.7,63.0,75.0,0.3
Daniel Spohn,2.0,2.42,49.0,1.6,53.0,0.0,0.0,28.0,2.5
Pete Spratt,9.0,1.63,48.0,1.33,55.0,0.3,100.0,46.0,0.3
Austin Springer,2.0,3.54,57.0,3.15,41.0,3.37,40.0,100.0,0.8
Georges St-Pierre,28.0,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1
Bobby Stack,5.0,1.0,20.0,2.89,34.0,7.48,45.0,100.0,0.0
Andreas Stahl,2.0,2.83,37.0,4.74,57.0,1.55,66.0,80.0,0.0
Ron Stallings,4.0,3.22,60.0,3.26,51.0,0.0,0.0,71.0,0.0
Cody Stamann,9.0,4.03,46.0,3.36,63.0,2.8,44.0,75.0,0.0
Cristina Stanciu,2.0,2.5,50.0,3.07,52.0,0.85,100.0,40.0,1.7
Brian Stann,17.0,3.28,42.0,2.65,59.0,0.12,12.0,60.0,0.3
Josh Stansbury,3.0,3.22,54.0,3.54,54.0,0.0,0.0,87.0,1.0
Dion Staring,2.0,1.09,37.0,5.0,47.0,0.0,0.0,33.0,0.0
Lucas Stark,1.0,1.6,25.0,3.2,66.0,12.0,100.0,0.0,0.0
Clifford Starks,3.0,1.94,33.0,2.49,58.0,1.94,100.0,60.0,0.0
Kalib Starnes,5.0,2.71,48.0,4.43,53.0,1.46,33.0,25.0,0.6
Laureano Staropoli,5.0,4.4,34.0,4.58,53.0,0.25,20.0,57.0,0.0
Damian Stasiak,6.0,1.86,36.0,3.1,52.0,2.64,35.0,43.0,0.6
Adam Steele,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominique Steele,6.0,2.32,49.0,2.42,50.0,2.95,42.0,76.0,0.0
Ricky Steele,1.0,4.07,70.0,2.93,50.0,0.0,0.0,91.0,0.0
Eric Steenberg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Steinbeiss,3.0,3.92,55.0,1.86,49.0,0.44,50.0,58.0,0.0
Ray Steinbeiss,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Dmitri Stepanov,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Stephens,33.0,3.18,40.0,3.06,58.0,1.16,38.0,65.0,0.4
Aljamain Sterling,15.0,4.84,49.0,2.2,63.0,1.77,24.0,41.0,0.9
Marc Stevens,1.0,0.45,26.0,1.79,46.0,0.0,0.0,0.0,0.0
Joe Stevenson,22.0,2.05,44.0,2.44,60.0,2.75,44.0,39.0,2.2
Maia Stevenson,1.0,1.57,54.0,3.13,33.0,3.91,100.0,50.0,0.0
Luke Stewart,9.0,3.75,56.0,2.34,53.0,3.75,33.0,50.0,1.9
Darren Stewart,13.0,3.09,44.0,3.09,50.0,1.5,40.0,65.0,0.1
Kyle Stewart,3.0,1.41,35.0,2.42,43.0,1.32,20.0,60.0,0.0
Alex Stiebling,9.0,1.77,42.0,1.45,52.0,0.35,66.0,66.0,0.7
Tyler Stinson,3.0,2.8,23.0,4.6,56.0,0.5,100.0,0.0,0.5
Dan Stittgen,2.0,2.97,46.0,4.42,37.0,0.78,100.0,100.0,0.0
Lazar Stojadinovic,1.0,1.82,29.0,1.97,59.0,0.0,0.0,0.0,0.0
Denis Stojnic,2.0,1.51,23.0,6.06,36.0,0.0,0.0,80.0,1.0
Julija Stoliarenko,2.0,2.1,34.0,3.87,50.0,0.0,0.0,66.0,0.5
Dustin Stoltzfus,2.0,2.48,57.0,3.93,48.0,0.78,12.0,62.0,0.8
Niklas Stolze,1.0,2.0,41.0,1.93,56.0,1.0,100.0,66.0,0.0
Ken Stone,5.0,3.85,49.0,2.9,48.0,1.24,33.0,60.0,0.6
Ryan Stonitsch,1.0,2.53,36.0,2.53,71.0,0.0,0.0,0.0,0.0
George Stork,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rick Story,19.0,3.8,41.0,2.17,62.0,2.53,48.0,63.0,0.9
Darko Stosic,4.0,2.61,45.0,4.04,58.0,3.42,50.0,83.0,0.0
Greg Stott,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curtis Stout,4.0,0.69,67.0,3.2,29.0,0.0,0.0,20.0,0.0
Sam Stout,20.0,4.17,28.0,4.08,57.0,0.63,38.0,77.0,0.1
Tim Stout,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse Strader,1.0,7.12,56.0,7.63,42.0,0.0,0.0,0.0,0.0
Gennaro Strangis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dave Strasser,3.0,3.04,45.0,1.88,59.0,0.72,33.0,33.0,0.0
Daniel Straus,0.0,4.76,43.0,2.99,57.0,0.84,15.0,81.0,1.1
Gerald Strebendt,1.0,0.0,0.0,4.0,38.0,0.0,0.0,0.0,16.4
Sean Strickland,14.0,5.14,39.0,3.64,67.0,1.14,60.0,82.0,0.4
Mark Striegl,1.0,3.53,42.0,21.18,25.0,0.0,0.0,0.0,0.0
Hans Stringer,3.0,3.16,61.0,2.84,41.0,2.4,36.0,62.0,0.0
Stefan Struve,24.0,3.12,47.0,4.04,46.0,0.56,46.0,55.0,1.7
Josh Stuart,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Stumpf,2.0,3.34,43.0,8.85,47.0,1.59,25.0,33.0,0.8
Kyle Sturgeon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tatiana Suarez,5.0,4.82,65.0,1.45,48.0,6.47,62.0,100.0,0.6
Masanori Suda,1.0,1.8,50.0,1.2,63.0,0.0,0.0,60.0,0.0
Genki Sudo,3.0,1.55,39.0,2.23,33.0,3.58,60.0,50.0,4.2
Lucasz Sudolski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daisuke Sugie,1.0,0.0,0.0,0.22,80.0,3.27,50.0,0.0,3.3
Takashi Sugiura,2.0,1.37,40.0,2.08,53.0,1.33,66.0,0.0,0.0
Naho Sugiyuma,1.0,2.59,48.0,2.45,71.0,2.05,100.0,66.0,0.0
George Sullivan,7.0,3.53,39.0,2.42,57.0,1.37,20.0,38.0,0.7
Amar Suloev,6.0,1.98,37.0,2.19,70.0,0.27,100.0,88.0,0.3
Magomed Sultanakhmedov,1.0,0.0,0.0,2.4,42.0,9.0,100.0,0.0,9.0
Justin Sumter,2.0,2.68,48.0,7.64,34.0,2.87,100.0,0.0,0.0
Aji Susilo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Suttie,1.0,2.07,83.0,4.97,36.0,0.0,0.0,0.0,0.0
Joel Sutton,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Sutton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Svensson,1.0,2.02,38.0,5.91,38.0,0.0,0.0,0.0,0.0
Daniel Swain,1.0,0.8,44.0,3.2,40.0,0.0,0.0,0.0,6.0
Cub Swanson,28.0,4.63,50.0,3.66,60.0,1.08,51.0,60.0,0.5
Mike Swick,18.0,2.36,37.0,2.29,54.0,1.06,50.0,61.0,0.6
Floyd Sword,1.0,0.78,42.0,1.57,40.0,0.0,0.0,33.0,0.0
Bentley Syler,1.0,1.3,18.0,1.73,79.0,0.0,0.0,75.0,0.0
Kevin Syler,2.0,5.6,69.0,4.03,48.0,1.0,40.0,77.0,2.0
Leo Sylvest,1.0,0.0,0.0,6.58,27.0,0.0,0.0,0.0,0.0
Tony Sylvester,1.0,0.0,0.0,10.12,12.0,0.0,0.0,0.0,0.0
Tim Sylvia,14.0,4.23,41.0,2.61,61.0,0.11,100.0,75.0,0.1
Osamu Tachihikari,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amber Tackett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eugenio Tadeu,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Tafa,4.0,5.15,55.0,6.12,49.0,0.0,0.0,100.0,0.0
Khalid Taha,4.0,2.86,35.0,4.26,43.0,0.0,0.0,61.0,0.3
Joe Taimanglo,0.0,4.18,42.0,4.55,59.0,5.45,40.0,100.0,1.4
Mairbek Taisumov,9.0,2.98,39.0,3.03,64.0,1.34,63.0,88.0,0.0
Nobuhiko Takada,9.0,0.31,24.0,1.92,39.0,1.15,20.0,0.0,0.0
Yoshiki Takahashi,4.0,2.26,51.0,6.47,44.0,0.0,0.0,66.0,2.3
Yoko Takahashi,1.0,5.11,54.0,8.78,48.0,0.0,0.0,0.0,0.0
Daiju Takase,10.0,0.49,30.0,1.64,47.0,0.84,17.0,21.0,1.2
Hiroyuki Takaya,14.0,3.18,33.0,3.16,60.0,0.9,45.0,66.0,0.0
Yoshihiro Takayama,3.0,3.4,54.0,5.69,29.0,0.67,33.0,55.0,0.0
Makoto Takimoto,7.0,1.37,39.0,1.71,55.0,1.48,50.0,25.0,1.1
Oleg Taktarov,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordine Taleb,12.0,3.66,51.0,2.62,66.0,1.94,76.0,73.0,0.0
Tsuyoshi Tamakairiki,1.0,0.0,0.0,26.67,50.0,0.0,0.0,0.0,0.0
Eli Tamez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiyoshi Tamura,11.0,2.44,53.0,1.44,60.0,0.58,60.0,45.0,0.2
Akitoshi Tamura,3.0,3.73,43.0,1.94,78.0,0.0,0.0,20.0,1.0
Issei Tamura,3.0,1.89,53.0,4.58,44.0,0.92,25.0,33.0,0.0
Jason Tan,2.0,0.69,29.0,7.37,18.0,0.0,0.0,0.0,0.0
Akihito Tanaka,1.0,0.19,50.0,2.05,38.0,5.59,66.0,0.0,0.0
Michinori Tanaka,5.0,1.97,37.0,1.99,50.0,2.4,38.0,43.0,0.2
Evan Tanner,17.0,3.05,59.0,2.64,56.0,2.55,43.0,25.0,1.3
Manny Tapia,5.0,2.69,21.0,4.74,58.0,0.49,40.0,66.0,0.2
Gary Tapusoa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miesha Tate,17.0,1.93,41.0,2.71,50.0,2.06,31.0,52.0,1.6
Deividas Taurosevicius,3.0,2.13,43.0,1.82,59.0,2.0,28.0,50.0,0.3
Thiago Tavares,18.0,2.0,40.0,2.31,62.0,3.83,42.0,62.0,1.5
Jeremy Tavares,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brad Tavares,19.0,3.04,41.0,2.73,56.0,0.97,27.0,79.0,0.0
Paul Taylor,9.0,4.44,47.0,4.47,55.0,0.27,25.0,56.0,0.5
Jesse Taylor,5.0,1.94,65.0,0.55,38.0,7.28,50.0,100.0,3.1
Torrance Taylor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louis Taylor,2.0,2.06,32.0,1.24,68.0,2.48,28.0,100.0,0.0
Anthony Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danielle Taylor,5.0,2.75,29.0,3.31,71.0,0.2,20.0,70.0,0.2
J.T Taylor,1.0,3.17,80.0,3.7,26.0,3.96,100.0,0.0,7.9
James Te Huna,10.0,4.04,51.0,2.99,62.0,2.75,37.0,58.0,0.2
Shawn Teed,1.0,1.4,42.0,13.31,21.0,0.0,0.0,0.0,0.0
Glover Teixeira,25.0,3.75,47.0,3.84,54.0,2.04,40.0,60.0,1.0
John Teixeira,1.0,3.36,35.0,3.2,63.0,1.0,27.0,71.0,0.7
Ewerton Teixeira,0.0,2.0,39.0,3.22,35.0,0.0,0.0,33.0,0.0
Tra Telligman,7.0,1.83,35.0,3.02,56.0,0.87,100.0,80.0,0.0
Taneisha Tennant,1.0,5.67,55.0,3.4,71.0,0.0,0.0,100.0,0.0
Herman Terrado,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dave Terrel,3.0,2.62,43.0,2.8,48.0,3.28,38.0,100.0,0.0
David Terrell,3.0,2.34,63.0,2.71,37.0,5.54,50.0,0.0,5.5
James Terry,10.0,3.23,32.0,4.77,64.0,3.31,36.0,75.0,0.0
Jeff Terry,1.0,1.09,50.0,9.27,19.0,0.0,0.0,100.0,0.0
David Teymur,6.0,4.69,43.0,3.53,55.0,0.94,33.0,77.0,0.0
Daniel Teymur,5.0,3.08,46.0,3.93,56.0,0.56,18.0,60.0,0.3
Motonobu Tezuka,2.0,0.87,23.0,2.8,51.0,1.5,11.0,0.0,0.5
Jason Thacker,1.0,0.63,33.0,17.05,32.0,0.0,0.0,0.0,0.0
Brandon Thatch,7.0,2.7,42.0,3.63,52.0,1.36,66.0,50.0,0.7
Elias Theodorou,11.0,4.19,42.0,2.39,53.0,1.27,28.0,59.0,0.0
Nik Theotikos,3.0,0.0,0.0,5.48,19.0,0.0,0.0,0.0,4.8
Paulo Thiago,13.0,1.71,39.0,1.99,63.0,1.42,31.0,63.0,1.2
Din Thomas,9.0,1.85,37.0,2.6,59.0,1.38,52.0,76.0,1.2
Ryan Thomas,2.0,2.01,36.0,4.17,30.0,5.59,33.0,0.0,2.2
Noah Thomas,2.0,0.44,13.0,4.99,33.0,0.0,0.0,0.0,1.3
Joel Thomas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Treston Thomison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Thompson,4.0,1.87,42.0,1.8,49.0,1.06,100.0,35.0,2.6
James Thompson,11.0,5.13,52.0,3.19,41.0,3.14,36.0,53.0,1.3
Oli Thompson,2.0,1.66,46.0,5.31,46.0,0.0,0.0,50.0,0.5
Stephen Thompson,17.0,4.24,43.0,2.8,58.0,0.32,45.0,78.0,0.0
Josh Thomson,23.0,2.59,47.0,2.12,64.0,1.92,39.0,54.0,1.3
Simeon Thoresen,3.0,3.85,43.0,3.85,64.0,1.12,40.0,50.0,1.7
Josh Thornburg,2.0,1.2,50.0,3.13,38.0,2.0,66.0,42.0,2.0
Gleison Tibau,28.0,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8
Chris Tickle,1.0,1.07,40.0,1.13,43.0,1.0,25.0,20.0,2.0
Nolan Ticman,2.0,2.57,47.0,2.53,67.0,0.0,0.0,60.0,0.0
Darren Till,10.0,2.27,46.0,2.99,58.0,0.54,41.0,82.0,0.0
Brett Tillis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Tobar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Todhunter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusko Todorovic,3.0,7.45,62.0,5.42,46.0,0.53,6.0,100.0,0.0
Hideo Tokoro,16.0,1.78,37.0,2.01,65.0,0.87,34.0,44.0,2.3
Anatoly Tokov,0.0,3.51,72.0,0.54,66.0,2.03,100.0,100.0,0.0
Kazuki Tokudome,4.0,2.26,41.0,3.63,53.0,2.0,38.0,78.0,0.0
Tyler Toner,4.0,2.95,52.0,2.13,62.0,0.0,0.0,54.0,0.4
James Toney,1.0,0.0,0.0,2.41,27.0,0.0,0.0,0.0,0.0
Masanori Tonooka,1.0,0.16,5.0,1.09,36.0,0.0,0.0,0.0,0.0
Carl Toomey,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ilia Topuria,2.0,2.5,45.0,1.87,68.0,4.25,55.0,100.0,4.2
Anthony Torres,2.0,3.54,48.0,7.52,45.0,0.0,0.0,100.0,2.2
Miguel Torres,12.0,3.98,43.0,1.86,74.0,0.0,0.0,17.0,1.6
Ronys Torres,2.0,0.87,26.0,1.93,57.0,4.0,47.0,16.0,0.5
Haven Torres,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tecia Torres,13.0,4.3,47.0,3.37,62.0,0.68,15.0,56.0,0.1
Alex Torres,1.0,2.47,37.0,2.73,69.0,2.0,22.0,50.0,0.0
Abram Torres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Torres,2.0,4.37,36.0,9.84,50.0,1.28,33.0,75.0,0.0
Desmond Torres,1.0,4.8,64.0,11.78,48.0,0.0,0.0,100.0,0.0
Salim Touahri,3.0,2.6,46.0,2.87,58.0,0.0,0.0,83.0,0.0
Dequan Townsend,4.0,1.23,34.0,3.92,38.0,0.0,0.0,46.0,0.0
Minoru Toyonaga,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto Traven,2.0,0.92,50.0,2.77,57.0,0.0,0.0,0.0,0.0
Bryan Travers,2.0,2.33,48.0,3.93,55.0,2.0,28.0,63.0,0.0
Alexander Trevino,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Trevino,3.0,2.65,42.0,2.42,64.0,0.97,22.0,41.0,0.0
Angelo Trevino,1.0,5.19,54.0,3.9,47.0,0.0,0.0,100.0,0.0
Frank Trigg,13.0,2.79,46.0,1.9,56.0,2.35,47.0,75.0,0.8
Francisco Trinaldo,23.0,3.11,44.0,2.56,60.0,1.09,46.0,61.0,0.6
Damien Trites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Trizano,4.0,3.22,53.0,2.36,58.0,0.29,50.0,71.0,0.9
Antonio Trocoli,1.0,1.27,71.0,4.56,25.0,3.8,100.0,100.0,3.8
Tor Troeng,4.0,1.16,46.0,3.26,32.0,0.62,7.0,66.0,0.3
Aaron Trujillo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reynaldo Trujillo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abel Trujillo,11.0,2.65,41.0,2.31,59.0,2.18,45.0,40.0,0.4
Arman Tsarukyan,4.0,3.35,44.0,1.43,62.0,3.5,35.0,78.0,0.0
Chris Tuchscherer,4.0,1.35,31.0,3.17,47.0,1.19,18.0,0.0,0.6
Jon Tuck,9.0,3.0,40.0,3.74,60.0,0.42,33.0,50.0,1.0
Gavin Tucker,6.0,4.39,45.0,4.28,57.0,2.98,42.0,53.0,1.5
Jumabieke Tuerxun,3.0,1.6,28.0,3.08,59.0,0.47,11.0,66.0,0.9
Tom Tuggle,1.0,0.0,0.0,2.14,0.0,32.14,100.0,0.0,0.0
Blair Tugman,0.0,2.25,53.0,0.93,50.0,7.5,60.0,0.0,0.0
Tai Tuivasa,8.0,4.38,50.0,3.44,50.0,0.0,0.0,46.0,0.0
Zubaira Tukhugov,7.0,2.54,38.0,2.53,63.0,2.54,46.0,100.0,0.0
Teila Tuli,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Tumenov,8.0,3.76,42.0,3.34,58.0,0.2,20.0,75.0,0.0
Ricky Turcios,1.0,7.33,37.0,4.07,64.0,0.0,0.0,0.0,0.0
